"UniqueItems href","w2 src","uniqueName","uniqueTypeLine","requirements","colourDefault","explicitMod","mod-value","ndash","explicitMod 2","mod-value 2","ndash 2","KeywordPopups","KeywordPopups href","explicitMod 3","KeywordPopups 2","KeywordPopups href 2","explicitMod 4","mod-value 3","KeywordPopups 3","KeywordPopups href 3","explicitMod 5","mod-value 4","KeywordPopups 4","KeywordPopups href 4","colourDefault 2","ndash 3","KeywordPopups 5","KeywordPopups href 5","mod-value 5","ndash 4","KeywordPopups 6","KeywordPopups href 6","KeywordPopups 7","KeywordPopups href 7","KeywordPopups 8","KeywordPopups href 8","implicitMod","colourDefault 3"
"https://poe2db.tw/us/Foxshade","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/Foxform.webp","Foxshade","Quilted Vest","Requires:  ,","Level 4","to  Rating","+(5070)","—","to","+(2030)","—","Evasion","https://poe2db.tw/us/Evasion","% increased Movement Speed when on Full Life","Dexterity","https://poe2db.tw/us/Dexterity","% increased  when on Full Life","10","Evasion Rating","https://poe2db.tw/us/Evasion","","100","","","10 Dex","","","","","","","","","","","","",""
"https://poe2db.tw/us/Ashrend","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/Ashrend.webp","Ashrend","Pathfinder Coat","Requires:  ,","Level 11","to maximum Life","+(4060)","—","to","+(1020)","—","Strength","https://poe2db.tw/us/Strength","% to","Fire Resistance","https://poe2db.tw/us/Resistances","Cannot be","+(3040)","Ignited","https://poe2db.tw/us/Ignite","Damage taken from  Hits","-10","Physical","https://poe2db.tw/us/Physical_Damage","21 Dex","—","Attack","https://poe2db.tw/us/Attacks","","","","","","","","","",""
"https://poe2db.tw/us/Sands_of_Silk","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/SandsOfSilk.webp","Sands of Silk","Shrouded Vest","Requires:  ,","Level 16","% increased  Rating","(50100)","—","to maximum Mana","+(5080)","—","Evasion","https://poe2db.tw/us/Evasion","to","Dexterity","https://poe2db.tw/us/Dexterity","to","+(1020)","Intelligence","https://poe2db.tw/us/Intelligence","% to","+(1020)","Fire Resistance","https://poe2db.tw/us/Resistances","28 Dex","—","Cooldown Recovery Rate","https://poe2db.tw/us/Cooldown_Recovery_Rate","+(1015)","—","","","","","","","Grants Skill: Level 5",""
"https://poe2db.tw/us/Briskwrap","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/Briskwrap.webp","Briskwrap","Rhoahide Coat","Requires:  ,","Level 22","% increased  Rating","(60100)","—","% increased  Life Recovery rate","(4060)","—","Evasion","https://poe2db.tw/us/Evasion","% increased  Mana Recovery rate","Flask","https://poe2db.tw/us/Flasks","to","(4060)","Flask","https://poe2db.tw/us/Flasks","% to","+(2030)","Dexterity","https://poe2db.tw/us/Dexterity","37 Dex","—","Cold Resistance","https://poe2db.tw/us/Resistances","+(2030)","—","Deflection Rating","https://poe2db.tw/us/Deflect","Evasion Rating","https://poe2db.tw/us/Evasion","","","",""
"https://poe2db.tw/us/Dustbloom","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/Dustbloom.webp","Dustbloom","Studded Vest","Requires:  ,","Level 26","% increased  Rating","(100150)","—","% to","+(2030)","—","Evasion","https://poe2db.tw/us/Evasion","Maximum  Fragile Regrowth","Cold Resistance","https://poe2db.tw/us/Resistances","% of maximum Life Regenerated per second per Fragile Regrowth","10","Hit","https://poe2db.tw/us/Hit_Damage","% increased Mana Regeneration Rate per Fragile Regrowth","0.5","","","43 Dex","","","","10","","","","","","","","",""
"https://poe2db.tw/us/The_Rat_Cage","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/TheRatCage.webp","The Rat Cage","Scout's Vest","Requires:  ,","Level 33","% increased  Rating","(100150)","—","to maximum Life","+300","","Evasion","https://poe2db.tw/us/Evasion","% reduced  Requirements","Attribute","https://poe2db.tw/us/Attributes","% of  Damage from  taken as  Damage","25","Fire","https://poe2db.tw/us/Fire_Damage","","100","Hits","https://poe2db.tw/us/Hit_Damage","","","Physical","https://poe2db.tw/us/Physical_Damage","","","","","","","","","",""
"https://poe2db.tw/us/Quatls_Molt","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/QuatlsMolt.webp","Quatl's Molt","Serpentscale Coat","Requires:  ,","Level 36","% increased  Rating","(6080)","—","to maximum Life","+(6080)","—","Evasion","https://poe2db.tw/us/Evasion","% to","Chaos Resistance","https://poe2db.tw/us/Resistances","Gain  equal to % of","+(1723)","Deflection Rating","https://poe2db.tw/us/Deflect","Life Regeneration per second","(4060)","Evasion Rating","https://poe2db.tw/us/Evasion","59 Dex","—","Poisoned","https://poe2db.tw/us/Poison","(1020)","—","","","","","","","",""
"https://poe2db.tw/us/Queen_of_the_Forest","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/QueenOfTheForest.webp","Queen of the Forest","Smuggler Coat","Requires:  ,","Level 51","% increased  Rating","(250300)","—","% to","(-15-10)","—","Evasion","https://poe2db.tw/us/Evasion","% to","Fire Resistance","https://poe2db.tw/us/Resistances","% to","+(2530)","Cold Resistance","https://poe2db.tw/us/Resistances","Increases Movement Speed by 25%, plus 1% per   Rating, up to %Other Modifiers to Movement Speed except for Sprinting do not apply","+(1015)","Lightning Resistance","https://poe2db.tw/us/Resistances","82 Dex","—","Evasion","https://poe2db.tw/us/Evasion","600","—","a maximum of 75","https://poe2db.tw/us/Maximum","","","","","",""
"https://poe2db.tw/us/Yriels_Fostering","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/YrielsFostering.webp","Yriel's Fostering","Strider Vest","Requires:  ,","Level 52","% increased  Rating","(100150)","—","to maximum Life","+(80120)","—","Evasion","https://poe2db.tw/us/Evasion","to","Spirit","https://poe2db.tw/us/Spirit","% reduced  Duration on you","+(1030)","Poison","https://poe2db.tw/us/Poison","% reduced Duration of  on You","(4060)","Bleeding","https://poe2db.tw/us/Bleeding","83 Dex","—","Companions","https://poe2db.tw/us/Companions","(4060)","—","","","","","","","",""
"https://poe2db.tw/us/The_Auspex","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/The%20Auspex.webp","The Auspex","Exquisite Vest","Requires:  ,","Level 65","% increased  Rating","(210240)","—","to maximum Life","+(70120)","—","Evasion","https://poe2db.tw/us/Evasion","% increased  Requirements","Attribute","https://poe2db.tw/us/Attributes","Chance to  is  while on","100","Deflect","https://poe2db.tw/us/Deflect","Enemies in your  gain 1  each second","","Lucky","https://poe2db.tw/us/Lucky","","","Low Life","https://poe2db.tw/us/Low_Life","","","Presence","https://poe2db.tw/us/Presence","Gruelling Madness","https://poe2db.tw/us/Gruelling_Madness","","","Grants Skill: Level 15",""
"https://poe2db.tw/us/Hyrris_Ire","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/HyrrisIre.webp","Hyrri's Ire","Armoured Vest","Requires:  ,","Level 73","% increased  Rating","(100150)","—","% of Damage as Extra  Damage","(1020)","—","Evasion","https://poe2db.tw/us/Evasion","to","Gain","https://poe2db.tw/us/Damage_Gained_as_extra_X","% increased  Duration on Enemies","+(3040)","Cold","https://poe2db.tw/us/Cold_Damage","is doubled if you have not been","25","Dexterity","https://poe2db.tw/us/Dexterity","121 Dex","—","Freeze","https://poe2db.tw/us/Freeze","","","Evasion Rating","https://poe2db.tw/us/Evasion","Hit","https://poe2db.tw/us/Hit_Damage","Recently","https://poe2db.tw/us/Recently","% increased",""
"https://poe2db.tw/us/Ghostwrithe","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/Ghostwrithe.webp","Ghostwrithe","Tattered Robe","Requires:","Level 1","to maximum","+100","—","% to","+(2937)","","Energy Shield","https://poe2db.tw/us/Energy_Shield","% of Maximum Life  to","Chaos Resistance","https://poe2db.tw/us/Resistances","","35","Converted","https://poe2db.tw/us/Stat_Conversion","","","Energy Shield","https://poe2db.tw/us/Energy_Shield","","","","","","","","","","","","","",""
"https://poe2db.tw/us/Bitterbloom","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/DarkwoodPerianth.webp","Bitterbloom","Feathered Robe","Requires:  ,","Level 5","% increased","(50100)","—","to maximum Mana","+(50100)","—","Energy Shield","https://poe2db.tw/us/Energy_Shield","% increased","Energy Shield Recharge Rate","https://poe2db.tw/us/Energy_Shield_Recharge_Rate","starts when you use a Mana","50","Energy Shield Recharge","https://poe2db.tw/us/Energy_Shield_Recharge","","","Flask","https://poe2db.tw/us/Flasks","11 Int","","","","","","","","","","","","",""
"https://poe2db.tw/us/The_Black_Doubt","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/TheBlackDoubt.webp","The Black Doubt","Hexer's Robe","Requires:  ,","Level 11","% increased","(60100)","—","to","+(1030)","—","Energy Shield","https://poe2db.tw/us/Energy_Shield","% to","Intelligence","https://poe2db.tw/us/Intelligence","Damage over Time bypasses your While not on Full Life,  % of maximum Mana per Second to Recover that much Life","+(1020)","Cold Resistance","https://poe2db.tw/us/Resistances","","10","Energy Shield","https://poe2db.tw/us/Energy_Shield","21 Int","—","Sacrifice","https://poe2db.tw/us/Sacrifice","","","","","","","","","",""
"https://poe2db.tw/us/Necromantle","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/Necromantle.webp","Necromantle","Bone Raiment","Requires:  ,","Level 16","to maximum Life","+(4060)","—","to maximum Mana","+(3050)","—","Minions","https://poe2db.tw/us/Minions","gain % of their maximum Life as Extra maximum","Energy Shield","https://poe2db.tw/us/Energy_Shield","have % to","(2030)","Minions","https://poe2db.tw/us/Minions","% faster","+(1723)","Chaos","https://poe2db.tw/us/Chaos_Damage","28 Int","—","Resistance","https://poe2db.tw/us/Resistances","50","—","Minions","https://poe2db.tw/us/Minions","Revive","https://poe2db.tw/us/Reviving_Minions","","","",""
"https://poe2db.tw/us/Cloak_of_Flame","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/CloakOfFlame.webp","Cloak of Flame","Silk Robe","Requires:  ,","Level 22","to maximum","+(3050)","—","% to","+(3050)","—","Energy Shield","https://poe2db.tw/us/Energy_Shield","% reduced  Duration on you","Fire Resistance","https://poe2db.tw/us/Resistances","% of  Damage taken as  Damage","(3050)","Ignite","https://poe2db.tw/us/Ignite","to    damage","50","Physical","https://poe2db.tw/us/Physical_Damage","37 Int","—","Fire","https://poe2db.tw/us/Fire_Damage","25","","Fire","https://poe2db.tw/us/Fire_Damage","Thorns","https://poe2db.tw/us/Thorns","","","",""
"https://poe2db.tw/us/Temporalis","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/PilgrimsImage.webp","Temporalis","Silk Robe","Requires:  ,","Level 64","to maximum","+(100150)","—","% to all","+(1020)","—","Energy Shield","https://poe2db.tw/us/Energy_Shield","% of Damage taken  as Life","Elemental","https://poe2db.tw/us/Elemental_Damage_Types","% of Damage taken  as Mana","(530)","Resistances","https://poe2db.tw/us/Resistances","Skills have  seconds to Cooldown","(530)","Recouped","https://poe2db.tw/us/Recoup","37 Int","—","Recouped","https://poe2db.tw/us/Recoup","(-2-1)","—","","","","","","","",""
"https://poe2db.tw/us/Prayers_for_Rain","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/PrayersForRain.webp","Prayers for Rain","Keth Raiment","Requires:  ,","Level 28","% increased","(60100)","—","to","+(1015)","—","Energy Shield","https://poe2db.tw/us/Energy_Shield","% to","Intelligence","https://poe2db.tw/us/Intelligence","%","+(1020)","Lightning Resistance","https://poe2db.tw/us/Resistances","is not interrupted by Damage if Recharge began","30","slower start of Energy Shield Recharge","https://poe2db.tw/us/Faster_Start_of_Energy_Shield_Recharge","47 Int","—","Energy Shield Recharge","https://poe2db.tw/us/Energy_Shield_Recharge","","","Recently","https://poe2db.tw/us/Recently","","","","","",""
"https://poe2db.tw/us/Tetzlapokals_Desire","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/TetzlapokalsDesire.webp","Tetzlapokal's Desire","Votive Raiment","Requires:  ,","Level 33","% increased","(100150)","—","to","+(2030)","—","Energy Shield","https://poe2db.tw/us/Energy_Shield","to","Strength","https://poe2db.tw/us/Strength","% to","+(2030)","Intelligence","https://poe2db.tw/us/Intelligence","Life","+(1723)","Chaos Resistance","https://poe2db.tw/us/Resistances","54 Int","—","Recharges","https://poe2db.tw/us/Life_Recharge","","—","","","","","","","",""
"https://poe2db.tw/us/The_Covenant","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/TheCovenant.webp","The Covenant","Altar Robe","Requires:  ,","Level 40","% increased","(100150)","—","to maximum Life","+(100150)","—","Energy Shield","https://poe2db.tw/us/Energy_Shield","% of  Damage","Spell","https://poe2db.tw/us/Spells","Skills  % of Mana Cost as  Life Cost","10","Leeched as Life","https://poe2db.tw/us/Life_Leech","","100","Gain","https://poe2db.tw/us/Gaining_Stats_from_other_Stats","65 Int","","Extra","https://poe2db.tw/us/Gaining_Stats_from_other_Stats","","","","","","","","","Grants Skill: Level 10",""
"https://poe2db.tw/us/Gloamgown","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/Gloamgown.webp","Gloamgown","Elementalist Robe","Requires:  ,","Level 45","% increased","(100140)","—","to","+(3040)","—","Energy Shield","https://poe2db.tw/us/Energy_Shield","% to","Spirit","https://poe2db.tw/us/Spirit","% increased","+(2535)","Cold Resistance","https://poe2db.tw/us/Resistances","Your base   is  seconds","1000","Energy Shield Recharge Rate","https://poe2db.tw/us/Energy_Shield_Recharge_Rate","72 Int","—","Energy Shield","https://poe2db.tw/us/Energy_Shield","10","","Recharge Delay","https://poe2db.tw/us/Energy_Shield_Recharge","","","","","",""
"https://poe2db.tw/us/Vis_Mortis","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/VisMortis.webp","Vis Mortis","Plated Raiment","Requires:  ,","Level 58","% increased","(70100)","—","to maximum Mana","+(70100)","—","Energy Shield","https://poe2db.tw/us/Energy_Shield","have % reduced maximum Life","Minions","https://poe2db.tw/us/Minions","have","50","Minions","https://poe2db.tw/us/Minions","","","Unholy Might","https://poe2db.tw/us/Unholy_Might","92 Int","","","","","","","","","","","","",""
"https://poe2db.tw/us/Cloak_of_Defiance","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/CloakOfDefiance.webp","Cloak of Defiance","Havoc Raiment","Requires:  ,","Level 65","% increased","(50100)","—","to maximum Mana","+(100150)","—","Energy Shield","https://poe2db.tw/us/Energy_Shield","% increased Mana Regeneration Rate","","","% of Damage is taken from Mana before Life","(50100)","","","","50","","","121 Int","—","","","","","","","","","","","",""
"https://poe2db.tw/us/Silks_of_Veneration","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/SilksOfVeneration.webp","Silks of Veneration","Enlightened Robe","Requires:  ,","Level 68","% increased","(150200)","—","to","+(3050)","—","Energy Shield","https://poe2db.tw/us/Energy_Shield","to","Spirit","https://poe2db.tw/us/Spirit","% increased","+(2030)","Intelligence","https://poe2db.tw/us/Intelligence","Current  also grants  reduction","(3050)","Energy Shield Recharge Rate","https://poe2db.tw/us/Energy_Shield_Recharge_Rate","121 Int","—","Energy Shield","https://poe2db.tw/us/Energy_Shield","","—","Elemental Damage","https://poe2db.tw/us/Elemental_Damage_Types","","","","","% increased Mana Regeneration Rate",""
"https://poe2db.tw/us/Coat_of_Red","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/CoatOfRed.webp","Coat of Red","Chain Mail","Requires:","Level 1","% increased  and","(80100)","—","to maximum Life","+(80100)","—","Armour","https://poe2db.tw/us/Armour","to","Evasion","https://poe2db.tw/us/Evasion","% chance to be inflicted with  when Hit","+(75150)","Stun Threshold","https://poe2db.tw/us/Player_Stun_Threshold","","25","Bleeding","https://poe2db.tw/us/Bleeding","","—","","","","","","","","","","","",""
"https://poe2db.tw/us/The_Barrow_Dweller","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/TheBarrowDweller.webp","The Barrow Dweller","Rogue Armour","Requires:  , ,","Level 11","% increased  and","(60100)","—","% to","(-20-10)","—","Armour","https://poe2db.tw/us/Armour","% to","Evasion","https://poe2db.tw/us/Evasion","Damage of Enemies Hitting you is Unlucky while you are on","+50","Fire Resistance","https://poe2db.tw/us/Resistances","% chance to Avoid Death from","50","Cold Resistance","https://poe2db.tw/us/Resistances","13 Str","","Low Life","https://poe2db.tw/us/Low_Life","","","Hits","https://poe2db.tw/us/Hit_Damage","","","","","","13 Dex"
"https://poe2db.tw/us/Irongrasp","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/Irongrasp.webp","Irongrasp","Vagabond Armour","Requires:  , ,","Level 16","% increased  and","(100150)","—","to","+(2030)","—","Armour","https://poe2db.tw/us/Armour","to","Evasion","https://poe2db.tw/us/Evasion","","+(100150)","Strength","https://poe2db.tw/us/Strength","","","Stun Threshold","https://poe2db.tw/us/Player_Stun_Threshold","17 Str","—","Iron Grip","https://poe2db.tw/us/Iron_Grip","","","Iron Will","https://poe2db.tw/us/Iron_Will","","","","","","17 Dex"
"https://poe2db.tw/us/Pariahs_Embrace","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/PariahsEmbrace.webp","Pariah's Embrace","Cloaked Mail","Requires:  , ,","Level 26","% increased  and","(5080)","—","to","+50","—","Armour","https://poe2db.tw/us/Armour","to all","Evasion","https://poe2db.tw/us/Evasion","Life Regeneration per second","+(1015)","Spirit","https://poe2db.tw/us/Spirit","% increased Mana Cost","(1015)","Attributes","https://poe2db.tw/us/Attributes","25 Str","—","Efficiency","https://poe2db.tw/us/Efficiency","(2040)","—","","","","","","","","25 Dex"
"https://poe2db.tw/us/Belly_of_the_Beast","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/BellyOfTheBeast.webp","Belly of the Beast","Explorer Armour","Requires:  , ,","Level 33","% increased  and","(100150)","—","to maximum Life","+(100150)","—","Armour","https://poe2db.tw/us/Armour","to","Evasion","https://poe2db.tw/us/Evasion","Life Recovery from  is instant","+(100150)","Stun Threshold","https://poe2db.tw/us/Player_Stun_Threshold","to    damage","(2530)","Flasks","https://poe2db.tw/us/Flasks","31 Str","—","Physical","https://poe2db.tw/us/Physical_Damage","(3540)","—","Thorns","https://poe2db.tw/us/Thorns","","","","","","31 Dex"
"https://poe2db.tw/us/Pragmatism","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/Pragmatism.webp","Pragmatism","Explorer Armour","Requires:  , ,","Level 52","% increased  and","(200300)","—","% to all","+(1020)","—","Armour","https://poe2db.tw/us/Armour","% to","Evasion","https://poe2db.tw/us/Evasion","use no Charges","-17","Elemental","https://poe2db.tw/us/Elemental_Damage_Types","","","Resistances","https://poe2db.tw/us/Resistances","31 Str","","Chaos Resistance","https://poe2db.tw/us/Resistances","","","Charms","https://poe2db.tw/us/Charms","","","","","","31 Dex"
"https://poe2db.tw/us/Doryanis_Prototype","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/DoryanisPrototype.webp","Doryani's Prototype","Scale Mail","Requires:  , ,","Level 37","% increased  and","(50100)","—","to maximum Life","+(6080)","—","Armour","https://poe2db.tw/us/Armour","+100% of  also applies to","Evasion","https://poe2db.tw/us/Evasion","Enemies in your  have  equal to yours","","Armour","https://poe2db.tw/us/Armour","does not affect  damage taken","","Lightning Damage","https://poe2db.tw/us/Lightning_Damage","34 Str","","Presence","https://poe2db.tw/us/Presence","","","Lightning Resistance","https://poe2db.tw/us/Lightning_Damage","Lightning Resistance","https://poe2db.tw/us/Resistances","Lightning","https://poe2db.tw/us/Lightning_Damage","","34 Dex"
"https://poe2db.tw/us/Widows_Reign","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/WidowsReign.webp","Widow's Reign","Knight Armour","Requires:  , ,","Level 45","% increased  and","(100150)","—","to maximum Life","+(100150)","—","Armour","https://poe2db.tw/us/Armour","% to","Evasion","https://poe2db.tw/us/Evasion","to","+(1723)","Chaos Resistance","https://poe2db.tw/us/Resistances","Life that would be lost by taking Damage is instead until you take no Damage to Life for  seconds","+(200300)","Ailment Threshold","https://poe2db.tw/us/Elemental_Ailment_Threshold","41 Str","—","Reserved","https://poe2db.tw/us/Reservation","3","—","","","","","","","","41 Dex"
"https://poe2db.tw/us/Perfidy","https://cdn.poe2db.tw/image/Art/2DItems/Armours/BodyArmours/Uniques/Perfidy.webp","Perfidy","Knight Armour","Requires:  , ,","Level 45","% increased  and","(300450)","—","% chance to Avoid  Damage from","(1030)","—","Armour","https://poe2db.tw/us/Armour","% chance to Avoid  Damage from","Evasion","https://poe2db.tw/us/Evasion","% chance to Avoid  Damage from","(1030)","Physical","https://poe2db.tw/us/Physical_Damage","% chance to Avoid  Damage from","(1030)","Hits","https://poe2db.tw/us/Hit_Damage","41 Str","—","Fire","https://poe2db.tw/us/Fire_Damage","(1030)","—","Hits","https://poe2db.tw/us/Hit_Damage","Cold","https://poe2db.tw/us/Cold_Damage","Hits","https://poe2db.tw/us/Hit_Damage","","41 Dex"
